title,subtitle,narrator,runtime,release,language,ratings,price,link
Love After Heartbreak: Volume I,no subtitle,Narrated by: Stephan Speaks,Length: 3 hrs and 8 mins,Release date: 06-24-21,Language: English,"5 out of 5 stars
438 ratings",$14.95,https://www.audible.com/pd/Love-After-Heartbreak-Volume-I-Audiobook/B097RZY6KC?qid=1671625201&sr=1-869&ref=a_search_c3_lProduct_44_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R60KM6X6S4ZXZRRFPZD1
A Beginner's Guide to the End,Practical Advice for Living Life and Facing Death,"Narrated by: BJ Miller, Shoshana Berger",Length: 11 hrs and 5 mins,Release date: 07-16-19,Language: English,"4.5 out of 5 stars
119 ratings",$15.76,https://www.audible.com/pd/A-Beginners-Guide-to-the-End-Audiobook/1508282102?qid=1671625201&sr=1-870&ref=a_search_c3_lProduct_44_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R60KM6X6S4ZXZRRFPZD1
Graceful Exits,Making the Case for Getting Good at Goodbye,Narrated by: Geri Reid Suster,Length: 5 hrs and 13 mins,Release date: 12-05-22,Language: English,"4.5 out of 5 stars
3 ratings",$19.95,https://www.audible.com/pd/Graceful-Exits-Audiobook/B0BNWDPRJN?qid=1671625201&sr=1-871&ref=a_search_c3_lProduct_44_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R60KM6X6S4ZXZRRFPZD1
Living the Law of One 101,The Choice,Narrated by: Jim McCarty,Length: 10 hrs and 19 mins,Release date: 08-25-17,Language: English,"4.5 out of 5 stars
700 ratings",$24.95,https://www.audible.com/pd/Living-the-Law-of-One-101-Audiobook/B075313LTV?qid=1671625201&sr=1-872&ref=a_search_c3_lProduct_44_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R60KM6X6S4ZXZRRFPZD1
The Open-Air Life,Discover the Nordic Art of Friluftsliv and Embrace Nature Every Day,Narrated by: Laura Jennings,Length: 7 hrs and 26 mins,Release date: 11-01-22,Language: English,"4.5 out of 5 stars
8 ratings",$17.50,https://www.audible.com/pd/The-Open-Air-Life-Audiobook/B09XBZC41S?qid=1671625201&sr=1-873&ref=a_search_c3_lProduct_44_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R60KM6X6S4ZXZRRFPZD1
Activate Your Vagus Nerve,"Unleash Your Body’s Natural Ability to Overcome Gut Sensitivities, Inflammation, Autoimmunity, Brain Fog, Anxiety and Depression",Narrated by: Jonathan Yen,Length: 5 hrs and 12 mins,Release date: 06-25-19,Language: English,"4.5 out of 5 stars
279 ratings",$13.99,https://www.audible.com/pd/Activate-Your-Vagus-Nerve-Audiobook/1630157473?qid=1671625201&sr=1-874&ref=a_search_c3_lProduct_44_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R60KM6X6S4ZXZRRFPZD1
Resilient,"How to Grow an Unshakable Core of Calm, Strength, and Happiness",Narrated by: Rick Hanson,Length: 8 hrs and 12 mins,Release date: 03-27-18,Language: English,"4.5 out of 5 stars
565 ratings",$18.49,https://www.audible.com/pd/Resilient-Audiobook/B079T5ZYBY?qid=1671625201&sr=1-875&ref=a_search_c3_lProduct_44_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R60KM6X6S4ZXZRRFPZD1
Peak Mind,"Find Your Focus, Own Your Attention, Invest 12 Minutes a Day",Narrated by: Xe Sands,Length: 9 hrs and 28 mins,Release date: 10-19-21,Language: English,"4.5 out of 5 stars
570 ratings",$16.19,https://www.audible.com/pd/Peak-Mind-Audiobook/0062992171?qid=1671625201&sr=1-876&ref=a_search_c3_lProduct_44_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R60KM6X6S4ZXZRRFPZD1
Financial Freedom,A Proven Path to All the Money You Will Ever Need,"Narrated by: Grant Sabatier, Vicki Robin",Length: 10 hrs and 47 mins,Release date: 02-05-19,Language: English,"4.5 out of 5 stars
908 ratings",$18.49,https://www.audible.com/pd/Financial-Freedom-Audiobook/1984846132?qid=1671625201&sr=1-877&ref=a_search_c3_lProduct_44_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R60KM6X6S4ZXZRRFPZD1
Greater Than the Sum of Our Parts,Discovering Your True Self Through Internal Family Systems Therapy,Narrated by: Richard C. Schwartz PhD,Length: 6 hrs and 54 mins,Release date: 07-03-18,Language: English,"5 out of 5 stars
525 ratings",$34.28,https://www.audible.com/pd/Greater-Than-the-Sum-of-Our-Parts-Audiobook/B07D4P2BN8?qid=1671625201&sr=1-878&ref=a_search_c3_lProduct_44_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R60KM6X6S4ZXZRRFPZD1
The Midlife Male,"A No-Bullshit Guide to Living Better, Longer, Happier, Healthier, and Wealthier and Having More Fun in Your 40s and 50s (Which Includes More Sex ... and What Guy Doesn’t Want That?)",Narrated by: Greg Scheinman,Length: 6 hrs and 57 mins,Release date: 09-28-22,Language: English,"5 out of 5 stars
4 ratings",$19.95,https://www.audible.com/pd/The-Midlife-Male-Audiobook/B0BGQH5MFL?qid=1671625201&sr=1-879&ref=a_search_c3_lProduct_44_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R60KM6X6S4ZXZRRFPZD1
Rising Strong,"How the Ability to Reset Transforms the Way We Live, Love, Parent, and Lead",Narrated by: Brené Brown,Length: 8 hrs and 51 mins,Release date: 08-25-15,Language: English,"5 out of 5 stars
18,349 ratings",$14.74,https://www.audible.com/pd/Rising-Strong-Audiobook/B00VSEM9QK?qid=1671625201&sr=1-880&ref=a_search_c3_lProduct_44_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R60KM6X6S4ZXZRRFPZD1
Choices,To the Hills and Back Again,Narrated by: Audrina Patridge,Length: 5 hrs and 37 mins,Release date: 07-26-22,Language: English,"4.5 out of 5 stars
199 ratings",$15.49,https://www.audible.com/pd/Choices-Audiobook/1797137816?qid=1671625210&sr=1-881&ref=a_search_c3_lProduct_45_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
Who's Raising the Kids?,"Big Tech, Big Business, and the Lives of Children",Narrated by: Susan Linn,Length: 11 hrs and 7 mins,Release date: 09-27-22,Language: English,"5 out of 5 stars
4 ratings",$29.37,https://www.audible.com/pd/Whos-Raising-the-Kids-Audiobook/B0B46M9Q19?qid=1671625210&sr=1-882&ref=a_search_c3_lProduct_45_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
Habits of a Happy Brain,"Retrain Your Brain to Boost Your Serotonin, Dopamine, Oxytocin, & Endorphin Levels",Narrated by: Amanda Carlin,Length: 6 hrs and 54 mins,Release date: 12-05-17,Language: English,"4.5 out of 5 stars
345 ratings",$17.00,https://www.audible.com/pd/Habits-of-a-Happy-Brain-Audiobook/B074XGXWC8?qid=1671625210&sr=1-883&ref=a_search_c3_lProduct_45_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
The Most Powerful Woman in the Room Is You,Command an Audience and Sell Your Way to Success,Narrated by: Lydia Fenet,Length: 6 hrs and 56 mins,Release date: 04-09-19,Language: English,"4.5 out of 5 stars
554 ratings",$14.34,https://www.audible.com/pd/The-Most-Powerful-Woman-in-the-Room-Is-You-Audiobook/B07HY6FK7F?qid=1671625210&sr=1-884&ref=a_search_c3_lProduct_45_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
Success Through a Positive Mental Attitude,no subtitle,Narrated by: David White,Length: 9 hrs and 59 mins,Release date: 01-08-08,Language: English,"4.5 out of 5 stars
1,375 ratings",$18.49,https://www.audible.com/pd/Success-Through-a-Positive-Mental-Attitude-Audiobook/B002VAA8R2?qid=1671625210&sr=1-885&ref=a_search_c3_lProduct_45_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
Hope and Help for Your Nerves,no subtitle,Narrated by: Dr. Claire Weekes,Length: 1 hr and 28 mins,Release date: 08-14-12,Language: English,"4.5 out of 5 stars
632 ratings",$13.27,https://www.audible.com/pd/Hope-and-Help-for-Your-Nerves-Audiobook/B0085XS164?qid=1671625210&sr=1-886&ref=a_search_c3_lProduct_45_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
Queenology,no subtitle,Narrated by: Onimisi Adama,Length: 3 hrs and 59 mins,Release date: 07-15-22,Language: English,"5 out of 5 stars
60 ratings",$14.95,https://www.audible.com/pd/Queenology-Audiobook/B0B6P9KNTT?qid=1671625210&sr=1-887&ref=a_search_c3_lProduct_45_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
"Stress Less, Accomplish More",Meditation for Extraordinary Performance,"Narrated by: Emily Fletcher, Sean Pratt, Emily Woo Zeller",Length: 7 hrs and 22 mins,Release date: 02-19-19,Language: English,"4.5 out of 5 stars
1,314 ratings",$11.00,https://www.audible.com/pd/Stress-Less-Accomplish-More-Audiobook/B07M6LXC6C?qid=1671625210&sr=1-888&ref=a_search_c3_lProduct_45_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
The Energy Codes,"The 7-Step System to Awaken Your Spirit, Heal Your Body, and Live Your Best Life",Narrated by: Dr. Sue Morter DC,Length: 12 hrs and 30 mins,Release date: 03-19-19,Language: English,"4.5 out of 5 stars
914 ratings",$16.72,https://www.audible.com/pd/The-Energy-Codes-Audiobook/1508284296?qid=1671625210&sr=1-889&ref=a_search_c3_lProduct_45_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
Gene Keys,Embracing Your Higher Purpose,Narrated by: Jennifer M. Dixon,Length: 35 hrs,Release date: 07-24-18,Language: English,"4.5 out of 5 stars
247 ratings",$27.99,https://www.audible.com/pd/Gene-Keys-Audiobook/B07FDJ53RW?qid=1671625210&sr=1-890&ref=a_search_c3_lProduct_45_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
Communicate Your Feelings (Without Starting a Fight),What to Say and What Not to Say to Your Partner,Narrated by: Colin Kibler,Length: 2 hrs and 19 mins,Release date: 01-20-21,Language: English,"5 out of 5 stars
76 ratings",$6.95,https://www.audible.com/pd/Communicate-Your-Feelings-Without-Starting-a-Fight-Audiobook/B08TB29Q9X?qid=1671625210&sr=1-891&ref=a_search_c3_lProduct_45_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
The Evolution of Desire,no subtitle,Narrated by: Greg Tremblay,Length: 12 hrs and 20 mins,Release date: 02-08-18,Language: English,"5 out of 5 stars
881 ratings",$19.99,https://www.audible.com/pd/The-Evolution-of-Desire-Audiobook/B079P52CL3?qid=1671625210&sr=1-892&ref=a_search_c3_lProduct_45_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
The Gap and the Gain,"The High Achievers' Guide to Happiness, Confidence, and Success",Narrated by: Dr. Benjamin Hardy,Length: 5 hrs and 58 mins,Release date: 10-19-21,Language: English,"5 out of 5 stars
2,068 ratings",$20.99,https://www.audible.com/pd/The-Gap-and-the-Gain-Audiobook/B09HN7K7W8?qid=1671625210&sr=1-893&ref=a_search_c3_lProduct_45_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
In Pieces,no subtitle,Narrated by: Sally Field,Length: 10 hrs and 41 mins,Release date: 09-18-18,Language: English,"4.5 out of 5 stars
10,451 ratings",$14.95,https://www.audible.com/pd/In-Pieces-Audiobook/1549143085?qid=1671625210&sr=1-894&ref=a_search_c3_lProduct_45_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
Accessing the Healing Power of the Vagus Nerve,"Self-Help Exercises for Anxiety, Depression, Trauma, and Autism",Narrated by: Derek Botten,Length: 8 hrs and 53 mins,Release date: 07-24-18,Language: English,"4.5 out of 5 stars
344 ratings",$51.73,https://www.audible.com/pd/Accessing-the-Healing-Power-of-the-Vagus-Nerve-Audiobook/B07FK3NP77?qid=1671625210&sr=1-895&ref=a_search_c3_lProduct_45_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
Failing Forward,Turning Mistakes into Stepping Stones for Success,"Narrated by: Henry O. Arnold, John Maxwell",Length: 6 hrs and 5 mins,Release date: 02-11-20,Language: English,"5 out of 5 stars
613 ratings",$14.95,https://www.audible.com/pd/Failing-Forward-Audiobook/1400222753?qid=1671625210&sr=1-896&ref=a_search_c3_lProduct_45_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
The Art of Letting Go,"How to Let Go of the Past, Look Forward to the Future, and Finally Enjoy the Emotional Freedom You Deserve!: The Art of Living Well, Book 2",Narrated by: Joe Hempel,Length: 3 hrs and 4 mins,Release date: 03-10-22,Language: English,"4 out of 5 stars
15 ratings",$14.95,https://www.audible.com/pd/The-Art-of-Letting-Go-Audiobook/B09V3FF4ZQ?qid=1671625210&sr=1-897&ref=a_search_c3_lProduct_45_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
The Language of Letting Go: Daily Meditations on Codependency,"Hazelden Meditation Series, Book 2",Narrated by: Gus Farrar,Length: 13 hrs and 25 mins,Release date: 02-28-22,Language: English,"4 out of 5 stars
11 ratings",$24.95,https://www.audible.com/pd/The-Language-of-Letting-Go-Daily-Meditations-on-Codependency-Audiobook/B09TG1K711?qid=1671625210&sr=1-898&ref=a_search_c3_lProduct_45_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
Getting to Zero,How to Work Through Conflict in Your High-Stakes Relationships,Narrated by: Jayson Gaddis,Length: 8 hrs and 19 mins,Release date: 10-05-21,Language: English,"5 out of 5 stars
134 ratings",$20.90,https://www.audible.com/pd/Getting-to-Zero-Audiobook/B09HR3F5MT?qid=1671625210&sr=1-899&ref=a_search_c3_lProduct_45_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
Best Self,"Be You, Only Better","Narrated by: Mike Bayer, Phil McGraw",Length: 8 hrs and 9 mins,Release date: 01-08-19,Language: English,"4.5 out of 5 stars
610 ratings",$28.51,https://www.audible.com/pd/Best-Self-Audiobook/B07L185L9D?qid=1671625210&sr=1-900&ref=a_search_c3_lProduct_45_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=914ZXRKPH1W2QESM645Z
The Menu,Life Without the Opposite Sex,Narrated by: Jack Napier,Length: 4 hrs and 15 mins,Release date: 05-11-22,Language: English,"4.5 out of 5 stars
124 ratings",$14.95,https://www.audible.com/pd/The-Menu-Audiobook/B0B136VD75?qid=1671625218&sr=1-901&ref=a_search_c3_lProduct_46_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
Never Binge Again(tm),Reprogram Yourself to Think like a Permanently Thin Person. Stop Overeating and Binge Eating and Stick to the Food Plan of Your Choice!,Narrated by: Glenn Livingston,Length: 11 hrs and 8 mins,Release date: 08-03-19,Language: English,"4 out of 5 stars
345 ratings",$14.95,https://www.audible.com/pd/Never-Binge-Againtm-Audiobook/B07W2WJZYN?qid=1671625218&sr=1-902&ref=a_search_c3_lProduct_46_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
Warrior Goddess Training,Become the Woman You Are Meant to Be,Narrated by: Erin deWard,Length: 6 hrs and 28 mins,Release date: 07-09-15,Language: English,"4.5 out of 5 stars
1,173 ratings",$19.95,https://www.audible.com/pd/Warrior-Goddess-Training-Audiobook/B0117VSZ3O?qid=1671625218&sr=1-903&ref=a_search_c3_lProduct_46_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
The Audacity to Be Queen,The Unapologetic Art of Dreaming Big and Manifesting Your Most Fabulous Life,Narrated by: Gina DeVee,Length: 10 hrs and 22 mins,Release date: 03-03-20,Language: English,"5 out of 5 stars
741 ratings",$29.65,https://www.audible.com/pd/The-Audacity-to-Be-Queen-Audiobook/1549182528?qid=1671625218&sr=1-904&ref=a_search_c3_lProduct_46_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
Bittersweet,How Sorrow and Longing Make Us Whole,Narrated by: Susan Cain,Length: 7 hrs and 35 mins,Release date: 04-05-22,Language: English,"4.5 out of 5 stars
1,300 ratings",$16.72,https://www.audible.com/pd/Bittersweet-Audiobook/0593506065?qid=1671625218&sr=1-905&ref=a_search_c3_lProduct_46_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
Black Privilege,Opportunity Comes to Those Who Create It,Narrated by: Charlamagne Tha God,Length: 7 hrs and 46 mins,Release date: 04-18-17,Language: English,"5 out of 5 stars
19,076 ratings",$15.22,https://www.audible.com/pd/Black-Privilege-Audiobook/B06WWHJWYJ?qid=1671625218&sr=1-906&ref=a_search_c3_lProduct_46_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
Changing to Thrive,Using the Stages of Change to Overcome the Top Threats to Your Health and Happiness,Narrated by: Walter Dixon,Length: 9 hrs and 6 mins,Release date: 11-22-22,Language: English,"5 out of 5 stars
1 rating",$17.49,https://www.audible.com/pd/Changing-to-Thrive-Audiobook/B0BMJ46SPN?qid=1671625218&sr=1-907&ref=a_search_c3_lProduct_46_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
It's the Way You Say It - Second Edition,"Becoming Articulate, Well-Spoken, and Clear",Narrated by: Carol A Fleming PhD,Length: 9 hrs and 5 mins,Release date: 05-14-13,Language: English,"4 out of 5 stars
186 ratings",$24.47,https://www.audible.com/pd/Its-the-Way-You-Say-It-Second-Edition-Audiobook/B00CYQ9LQM?qid=1671625218&sr=1-908&ref=a_search_c3_lProduct_46_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
"30 Days - Change Your Habits, Change Your Life",A Couple of Simple Steps Every Day to Create the Life You Want,Narrated by: Derek Doepker,Length: 4 hrs and 12 mins,Release date: 01-15-17,Language: English,"4.5 out of 5 stars
129 ratings",$10.14,https://www.audible.com/pd/30-Days-Change-Your-Habits-Change-Your-Life-Audiobook/B01N0XUIPL?qid=1671625218&sr=1-909&ref=a_search_c3_lProduct_46_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
The Joy Choice,How to Finally Achieve Lasting Changes in Eating and Exercise,Narrated by: Jessica Rau,Length: 6 hrs and 13 mins,Release date: 04-26-22,Language: English,"4.5 out of 5 stars
24 ratings",$20.90,https://www.audible.com/pd/The-Joy-Choice-Audiobook/B09WXCGKHP?qid=1671625218&sr=1-910&ref=a_search_c3_lProduct_46_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
Secrets of Six-Figure Women,Surprising Strategies to up Your Earnings and Change Your Life,Narrated by: Vanessa Daniels,Length: 8 hrs and 30 mins,Release date: 05-23-17,Language: English,"4.5 out of 5 stars
1,279 ratings",$27.99,https://www.audible.com/pd/Secrets-of-Six-Figure-Women-Audiobook/B071NVC3NX?qid=1671625218&sr=1-911&ref=a_search_c3_lProduct_46_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
Anxious for Nothing,Finding Calm in a Chaotic World,Narrated by: Ben Holland,Length: 3 hrs and 34 mins,Release date: 09-12-17,Language: English,"4.5 out of 5 stars
7,114 ratings",$15.99,https://www.audible.com/pd/Anxious-for-Nothing-Audiobook/B06XP4CJK3?qid=1671625218&sr=1-912&ref=a_search_c3_lProduct_46_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
I'm Gonna Be a First-Time Dad,"The Expectant Father's Guide to 9 Months Of Pregnancy, Birth & Beyond. How to Prepare for Fatherhood with Complete Confidence",Narrated by: Jason Braden,Length: 3 hrs and 37 mins,Release date: 12-01-22,Language: English,"5 out of 5 stars
21 ratings",$14.95,https://www.audible.com/pd/Im-Gonna-Be-a-First-Time-Dad-Audiobook/B0BNP7PCL8?qid=1671625218&sr=1-913&ref=a_search_c3_lProduct_46_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
"Same Soul, Many Bodies",no subtitle,Narrated by: Brian L. Weiss,Length: 4 hrs and 32 mins,Release date: 09-19-07,Language: English,"4.5 out of 5 stars
1,937 ratings",$18.20,https://www.audible.com/pd/Same-Soul-Many-Bodies-Audiobook/B002V5J3YQ?qid=1671625218&sr=1-914&ref=a_search_c3_lProduct_46_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
Abundance Now,Amplify Your Life & Achieve Prosperity Today,"Narrated by: Lisa Nichols, Mike Ray",Length: 12 hrs and 28 mins,Release date: 01-05-16,Language: English,"5 out of 5 stars
1,654 ratings",$31.93,https://www.audible.com/pd/Abundance-Now-Audiobook/B00YD532DA?qid=1671625218&sr=1-915&ref=a_search_c3_lProduct_46_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
Stories That Stick,"How Storytelling Can Captivate Customers, Influence Audiences, and Transform Your Business",Narrated by: Kindra Hall,Length: 7 hrs and 15 mins,Release date: 09-24-19,Language: English,"4.5 out of 5 stars
1,089 ratings",$14.95,https://www.audible.com/pd/Stories-That-Stick-Audiobook/1400211956?qid=1671625218&sr=1-916&ref=a_search_c3_lProduct_46_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
Polyamory,A Clinical Toolkit for Therapists (and Their Clients),Narrated by: Kim Niemi,Length: 15 hrs and 36 mins,Release date: 10-25-22,Language: English,"5 out of 5 stars
2 ratings",$24.49,https://www.audible.com/pd/Polyamory-Audiobook/B0BK577F6F?qid=1671625218&sr=1-917&ref=a_search_c3_lProduct_46_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
Your Brain Is Always Listening,"Tame the Hidden Dragons That Control Your Happiness, Habits, and Hang-Ups",Narrated by: Jim Frangione,Length: 8 hrs and 39 mins,Release date: 03-02-21,Language: English,"4.5 out of 5 stars
362 ratings",$20.99,https://www.audible.com/pd/Your-Brain-Is-Always-Listening-Audiobook/170501965X?qid=1671625218&sr=1-918&ref=a_search_c3_lProduct_46_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
12 Rules for Life,An Antidote to Chaos,Narrated by: Jordan B. Peterson,Length: 15 hrs and 40 mins,Release date: 01-23-18,Language: English,"4.5 out of 5 stars
85,999 ratings",$23.90,https://www.audible.com/pd/12-Rules-for-Life-Audiobook/B0797YBP7N?qid=1671625218&sr=1-919&ref=a_search_c3_lProduct_46_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
Talking to Strangers,What We Should Know About the People We Don't Know,Narrated by: Malcolm Gladwell,Length: 8 hrs and 42 mins,Release date: 09-10-19,Language: English,"4.5 out of 5 stars
68,331 ratings",$18.42,https://www.audible.com/pd/Talking-to-Strangers-Audiobook/1549150340?qid=1671625218&sr=1-920&ref=a_search_c3_lProduct_46_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1WMK1WSD9NH6G6EZHGQA
Becoming Supernatural,How Common People Are Doing the Uncommon,Narrated by: Adam Boyce,Length: 14 hrs and 6 mins,Release date: 10-02-20,Language: English,"5 out of 5 stars
3,261 ratings",$28.00,https://www.audible.com/pd/Becoming-Supernatural-Audiobook/198271297X?qid=1671625228&sr=1-921&ref=a_search_c3_lProduct_47_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=EQ11HF6CTSBG7ENTD4JE
The Elevated Leader,Level Up Your Leadership Through Vertical Development,Narrated by: Ryan Gottfredson,Length: 7 hrs and 25 mins,Release date: 11-29-22,Language: English,Not rated yet,$19.95,https://www.audible.com/pd/The-Elevated-Leader-Audiobook/B0BNJWQ778?qid=1671625228&sr=1-922&ref=a_search_c3_lProduct_47_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=EQ11HF6CTSBG7ENTD4JE
Things I Wish I'd Known Before We Got Married,no subtitle,Narrated by: Chris Fabry,Length: 3 hrs and 44 mins,Release date: 09-01-10,Language: English,"4.5 out of 5 stars
1,032 ratings",$20.99,https://www.audible.com/pd/Things-I-Wish-Id-Known-Before-We-Got-Married-Audiobook/B0040GV4FK?qid=1671625228&sr=1-923&ref=a_search_c3_lProduct_47_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=EQ11HF6CTSBG7ENTD4JE
Liderazgo en tacones [Leadership in Heels],"La guía definitiva para transformar tu autoestima, inteligencia emocional, liderazgo y finanzas personales [The Ultimate Guide to Transforming Your Self-Esteem, Emotional Intelligence, Leadership, and Personal Finances]",Narrated by: Da Lunae Deustua,Length: 3 hrs and 43 mins,Release date: 09-07-21,Language: Spanish,"4.5 out of 5 stars
72 ratings",$14.95,https://www.audible.com/pd/Liderazgo-en-tacones-Leadership-in-Heels-Audiobook/B09F91GLGW?qid=1671625228&sr=1-924&ref=a_search_c3_lProduct_47_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=EQ11HF6CTSBG7ENTD4JE
168 Hours,You Have More Time Than You Think,Narrated by: Elizabeth London,Length: 7 hrs and 48 mins,Release date: 06-16-10,Language: English,"4 out of 5 stars
818 ratings",$25.19,https://www.audible.com/pd/168-Hours-Audiobook/B003S88TE0?qid=1671625228&sr=1-925&ref=a_search_c3_lProduct_47_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=EQ11HF6CTSBG7ENTD4JE
The Inner Marriage,A Guide to Masculine and Feminine Polarity Work,Narrated by: Ryan Paige,Length: 8 hrs and 1 min,Release date: 11-29-22,Language: English,Not rated yet,$18.89,https://www.audible.com/pd/The-Inner-Marriage-Audiobook/B0BNJHWVRD?qid=1671625228&sr=1-926&ref=a_search_c3_lProduct_47_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=EQ11HF6CTSBG7ENTD4JE
